999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
999000	994964	846708	490922	215588	99250	27384	4518	302	12	0	0	0
